highest_layer,transport_layer,src_ip,dst_ip,src_port,dst_port,ip_flag,packet_length,transport_flag,time,timestamp,geo_country,data 
TCP,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,11,16,2019-01-19 17:13:01.153565,1547898181153,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,9,24,2019-01-19 17:13:01.153822,1547898181153,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,0,16,2019-01-19 17:13:01.153957,1547898181153,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,0,17,2019-01-19 17:13:01.154057,1547898181154,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,0,17,2019-01-19 17:13:01.154085,1547898181154,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20353,48025,16384,0,16,2019-01-19 17:13:01.154187,1547898181154,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20353,16384,0,16,2019-01-19 17:13:01.155479,1547898181155,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:01.164177,1547898181164,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:01.241832,1547898181241,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:02.172435,1547898182172,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:02.249167,1547898182249,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:03.181147,1547898183181,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:03.257564,1547898183257,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:03.843607,1547898183843,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:04.140984,1547898184140,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:04.142594,1547898184142,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:04.190806,1547898184190,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:04.267739,1547898184267,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:05.198556,1547898185198,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:05.275856,1547898185275,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:06.207226,1547898186207,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:06.283259,1547898186283,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:07.141067,1547898187141,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:07.142720,1547898187142,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:07.215770,1547898187215,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:07.293189,1547898187293,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:08.224904,1547898188224,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:08.301520,1547898188301,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:08.953653,1547898188953,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:09.233346,1547898189233,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:09.309684,1547898189309,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:10.243262,1547898190243,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:10.319812,1547898190319,Unknown,
SSL,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,24,2019-01-19 17:13:10.873444,1547898190873,Unknown,
SSL,TCP,192.168.1.35,192.0.78.23,18784,443,16384,0,24,2019-01-19 17:13:10.874242,1547898190874,Unknown,
TCP,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,16,2019-01-19 17:13:11.062422,1547898191062,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:11.155715,1547898191155,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:11.157510,1547898191157,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,0,2,2019-01-19 17:13:11.162420,1547898191162,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,0,18,2019-01-19 17:13:11.163871,1547898191163,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,0,16,2019-01-19 17:13:11.164070,1547898191164,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,1,24,2019-01-19 17:13:11.164344,1547898191164,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,0,16,2019-01-19 17:13:11.166049,1547898191166,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,11,16,2019-01-19 17:13:11.166913,1547898191166,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,9,24,2019-01-19 17:13:11.167147,1547898191167,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,0,16,2019-01-19 17:13:11.167280,1547898191167,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,0,17,2019-01-19 17:13:11.167407,1547898191167,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,0,17,2019-01-19 17:13:11.167410,1547898191167,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20354,48025,16384,0,16,2019-01-19 17:13:11.167504,1547898191167,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20354,16384,0,16,2019-01-19 17:13:11.168977,1547898191168,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:11.252129,1547898191252,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:11.329515,1547898191329,Unknown,
SSL,TCP,192.168.1.35,172.217.160.174,20347,443,16384,0,24,2019-01-19 17:13:11.868536,1547898191868,Unknown,
TCP,TCP,172.217.160.174,192.168.1.35,443,20347,0,0,16,2019-01-19 17:13:11.950031,1547898191950,Unknown,
SSL,TCP,172.217.160.174,192.168.1.35,443,20347,0,0,24,2019-01-19 17:13:11.950516,1547898191950,Unknown,
TCP,TCP,192.168.1.35,172.217.160.174,20347,443,16384,0,16,2019-01-19 17:13:11.991553,1547898191991,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:12.261252,1547898192261,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:12.338791,1547898192338,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:12.483688,1547898192483,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:13.271670,1547898193271,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:13.349712,1547898193349,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:14.155515,1547898194155,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:14.157173,1547898194157,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:14.279568,1547898194279,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:14.355937,1547898194355,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:15.288211,1547898195288,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:15.365536,1547898195365,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:16.297362,1547898196297,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:16.377403,1547898196377,Unknown,
BROWSER,UDP,192.168.1.35,192.168.1.255,138,138,0,1,-1,2019-01-19 17:13:16.961927,1547898196961,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:17.156337,1547898197156,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:17.158046,1547898197158,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:17.307033,1547898197307,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:17.383959,1547898197383,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:18.315322,1547898198315,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:18.391471,1547898198391,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:19.023825,1547898199023,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:19.324182,1547898199324,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:19.401326,1547898199401,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:20.333301,1547898200333,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:20.409510,1547898200409,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:21.171886,1547898201171,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:21.173739,1547898201173,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,0,2,2019-01-19 17:13:21.178784,1547898201178,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,0,18,2019-01-19 17:13:21.181158,1547898201181,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,0,16,2019-01-19 17:13:21.181368,1547898201181,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,1,24,2019-01-19 17:13:21.181644,1547898201181,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,0,16,2019-01-19 17:13:21.183051,1547898201183,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,11,16,2019-01-19 17:13:21.185795,1547898201185,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,9,24,2019-01-19 17:13:21.186029,1547898201186,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,0,16,2019-01-19 17:13:21.186149,1547898201186,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,0,17,2019-01-19 17:13:21.186255,1547898201186,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,0,17,2019-01-19 17:13:21.186287,1547898201186,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20355,48025,16384,0,16,2019-01-19 17:13:21.186378,1547898201186,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20355,16384,0,16,2019-01-19 17:13:21.187685,1547898201187,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:21.341842,1547898201341,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:21.419387,1547898201419,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:22.350926,1547898202350,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:22.427535,1547898202427,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:23.359841,1547898203359,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:23.440089,1547898203440,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:23.953825,1547898203953,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:24.171890,1547898204171,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:24.173548,1547898204173,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:24.368123,1547898204368,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:24.445827,1547898204445,Unknown,
SSL,TCP,192.168.1.35,52.230.83.250,18776,443,16384,1,24,2019-01-19 17:13:24.760876,1547898204760,Unknown,
SSL,TCP,52.230.83.250,192.168.1.35,443,18776,16384,1,24,2019-01-19 17:13:25.006223,1547898205006,Unknown,
TCP,TCP,192.168.1.35,52.230.83.250,18776,443,16384,0,16,2019-01-19 17:13:25.047332,1547898205047,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:25.375342,1547898205375,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:25.452284,1547898205452,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:26.384379,1547898206384,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:26.461861,1547898206461,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:27.171997,1547898207171,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:27.173648,1547898207173,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:27.394034,1547898207394,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:27.471821,1547898207471,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:28.133899,1547898208133,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:28.401627,1547898208401,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:28.477657,1547898208477,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:29.412264,1547898209412,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:29.489538,1547898209489,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:30.421288,1547898210421,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:30.498586,1547898210498,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:31.181236,1547898211181,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:31.183006,1547898211183,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,0,2,2019-01-19 17:13:31.187421,1547898211187,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,0,18,2019-01-19 17:13:31.189241,1547898211189,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,0,16,2019-01-19 17:13:31.189456,1547898211189,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,1,24,2019-01-19 17:13:31.189728,1547898211189,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,0,16,2019-01-19 17:13:31.191271,1547898211191,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,11,16,2019-01-19 17:13:31.192971,1547898211192,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,9,24,2019-01-19 17:13:31.193150,1547898211193,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,0,16,2019-01-19 17:13:31.193261,1547898211193,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,0,17,2019-01-19 17:13:31.193356,1547898211193,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,0,17,2019-01-19 17:13:31.193388,1547898211193,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20356,48025,16384,0,16,2019-01-19 17:13:31.193468,1547898211193,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20356,16384,0,16,2019-01-19 17:13:31.194696,1547898211194,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:31.430954,1547898211430,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:31.507565,1547898211507,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:32.439671,1547898212439,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:32.517489,1547898212517,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:32.733956,1547898212733,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:33.447339,1547898213447,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:33.523880,1547898213523,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:34.182861,1547898214182,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:34.186412,1547898214186,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:34.456482,1547898214456,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:34.534322,1547898214534,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:35.465319,1547898215465,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:35.541661,1547898215541,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:36.023967,1547898216023,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:36.474537,1547898216474,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:36.551531,1547898216551,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:37.182990,1547898217182,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:37.184633,1547898217184,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:37.483718,1547898217483,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:37.561236,1547898217561,Unknown,
SSL,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,24,2019-01-19 17:13:37.875036,1547898217875,Unknown,
SSL,TCP,192.168.1.35,192.0.78.23,18784,443,16384,0,24,2019-01-19 17:13:37.875827,1547898217875,Unknown,
TCP,TCP,192.0.78.23,192.168.1.35,443,18784,16384,0,16,2019-01-19 17:13:38.061705,1547898218061,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:38.492372,1547898218492,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:38.577721,1547898218577,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:39.253974,1547898219253,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:39.502355,1547898219502,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:39.579448,1547898219579,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:40.511092,1547898220511,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:40.587852,1547898220587,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:41.197278,1547898221197,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:41.199014,1547898221199,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,0,2,2019-01-19 17:13:41.203607,1547898221203,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,0,18,2019-01-19 17:13:41.204879,1547898221204,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,0,16,2019-01-19 17:13:41.205078,1547898221205,Unknown,
HTTP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,1,24,2019-01-19 17:13:41.205339,1547898221205,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,0,16,2019-01-19 17:13:41.206768,1547898221206,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,11,16,2019-01-19 17:13:41.207859,1547898221207,Unknown,
XML,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,9,24,2019-01-19 17:13:41.208174,1547898221208,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,0,16,2019-01-19 17:13:41.208301,1547898221208,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,0,17,2019-01-19 17:13:41.208436,1547898221208,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,0,17,2019-01-19 17:13:41.208441,1547898221208,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20357,48025,16384,0,16,2019-01-19 17:13:41.208523,1547898221208,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20357,16384,0,16,2019-01-19 17:13:41.209963,1547898221209,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:41.519117,1547898221519,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:41.595582,1547898221595,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:42.528702,1547898222528,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:42.605412,1547898222605,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:43.536537,1547898223536,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:43.615536,1547898223615,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:44.198857,1547898224198,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:44.200480,1547898224200,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:44.545145,1547898224545,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:44.623504,1547898224623,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:45.554457,1547898225554,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:45.633793,1547898225633,Unknown,
ICMPV6,NONE,fe80::1,ff02::1,-1,-1,-1,0,-1,2019-01-19 17:13:45.814139,1547898225814,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:46.563273,1547898226563,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:46.640241,1547898226640,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:47.199764,1547898227199,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:47.201494,1547898227201,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:47.572028,1547898227572,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:47.649172,1547898227649,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:48.580136,1547898228580,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:48.657927,1547898228657,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:49.588609,1547898229588,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:49.665929,1547898229665,Unknown,
ICMP,NONE,192.168.1.35,172.217.27.196,-1,-1,0,0,-1,2019-01-19 17:13:50.597438,1547898230597,Unknown,
ICMP,NONE,172.217.27.196,192.168.1.35,-1,-1,0,0,-1,2019-01-19 17:13:50.673252,1547898230673,Unknown,
SSDP,UDP,192.168.1.35,239.255.255.250,50044,1900,0,1,-1,2019-01-19 17:13:51.213870,1547898231213,Unknown,
SSDP,UDP,192.168.1.1,192.168.1.35,1900,50044,16384,2,-1,2019-01-19 17:13:51.215431,1547898231215,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20358,48025,16384,0,2,2019-01-19 17:13:51.221374,1547898231221,Unknown,
TCP,TCP,192.168.1.1,192.168.1.35,48025,20358,16384,0,18,2019-01-19 17:13:51.225006,1547898231225,Unknown,
TCP,TCP,192.168.1.35,192.168.1.1,20358,48025,16384,0,16,2019-01-19 17:13:51.225213,1547898231225,Unknown,
